ens_gene,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,gene_ids
ENSGALG00000000817,34.44645,26.26849002,21.24326355,24.179147,26.395399,27.09823,17.713508,14.93388281,9.62784,415878
ENSGALG00000000818,1.94808,3.06815,2.25991,0.757229,1.78501,3.37232,0.461704,0.446941,0.12689,428121
ENSGALG00000000820,0.680418,0.942412,3.12317,4.05463,9.20355,6.92466,1.91547,4.0417,3.97893,769107
ENSGALG00000000824,3.33316747,5.11585,6.31275,5.159150758,1.89123,2.428068,9.36193,11.13179,8.16268,428278
ENSGALG00000000835,17.1737,11.608,14.2139,36.59,15.459,16.9591,22.8537,14.6313,16.8383,428324
ENSGALG00000000838,2.32293,3.54438,7.26541,2.53627,9.44994,7.97269,2.51538,4.95681,6.34817,428122
ENSGALG00000000839,0.992117,1.34659,0.430283,0.321556,2.17943,2.02657,3.99995,0.663567,3.05015,395562
ENSGALG00000000843,40.3645,18.68771,25.68135,16.73036,16.56415,17.79683,12.25257,10.07667,8.936969,420078
ENSGALG00000000845,5.66956882,8.20340496,13.8149,6.700982,14.21333,12.23466,15.16369,15.3020257,24.55043,419091
ENSGALG00000000847,9.081233,20.330365,22.594256,10.91053338,48.580376,40.264355,5.264767,13.202829,12.51863295,417087
ENSGALG00000000848,24.711,34.7316,36.6133,26.9441,62.2053,56.8437,21.0846,36.7071,35.5287,415880
ENSGALG00000000853,7.9808,11.3356,12.4802,11.9143,27.2182,14.8476,12.0807,16.1771,17.1567,378802
ENSGALG00000000855,7.88056,15.1463,17.8809,9.38197,36.0302,27.9826,19.1998,33.7812,35.7379,419572
ENSGALG00000000856,22.222,27.3763,30.3504,11.5143,21.1626,18.0464,9.15422,15.0959,11.3965,419845
ENSGALG00000000857,33.5621,27.6178,35.3707,24.1744,17.6633,15.0837,13.3658,13.484,12.915,419966
ENSGALG00000000862,4.69132,7.28992,9.33719,4.98252,11.69387,8.55692,3.90245,5.58726,5.56966,419573
ENSGALG00000000863,43.6498,24.45,120.704,6.95901,14.0481,11.0266,2.23113,3.78241,4.11127,419846
ENSGALG00000000864,7.39155,18.121,19.2535,6.10159,23.62,21.3857,5.00523,12.3852,12.22,417088
ENSGALG00000000866,23.20211,43.47191,33.58508,159.3645,205.3677,181.1807,33.6965,55.09866,53.1012,425664
ENSGALG00000000868,18.889779,13.0394429,22.79643,41.98491,19.50545,15.80494,29.12001,16.0821367,19.867576,419092
ENSGALG00000000870,4.600379,1.868075,4.4943,8.54114,7.31985,4.14131,6.89355,2.60364,4.151002,419967
ENSGALG00000000871,6.36789,2.2225,1.05092,0.531224,0.0923765,0.10572,10.7952,0.619562,1.52875,429485
ENSGALG00000000875,7.53559,7.4357,10.4792,6.86408,13.034,12.176,8.51122,7.56497,9.67005,415881
ENSGALG00000000881,6.77016,4.8054,8.35652,8.10226,6.07328,6.39622,5.92392,3.63017,3.29557,419577
ENSGALG00000000883,457.515,228.979,273.093,122.733,107.144,105.606,107.253,80.5967,102.505,419847
ENSGALG00000000884,5.89229,8.06568,9.38783,11.8495,50.7109,45.1997,6.81329,25.4351,13.9358,416138
ENSGALG00000000887,0,0.128171,1.8302,0.310702,0.180587,0.310009,57.8205,55.3251,20.084,768353
ENSGALG00000000891,6.62308,4.84246,4.552,8.92468,6.50921,7.56595,6.5492,5.34487,3.8695,417462
ENSGALG00000000892,1.03403,0.241813,0.156951,0.0925307,0,0,0,0.553242,0,428264
ENSGALG00000000893,0.491001,1.52892,0.723399,0.0533066,0.140927,0.725774,1060.89,553.664,876.986,415884
ENSGALG00000000895,50.066,48.611,64.5273,113.578,77.7684,75.8199,84.7844,57.4304,72.1237,419578
ENSGALG00000000902,0.261551,0.12059,0.760334,8.1992,11.4686,8.94457,5.63653,4.83475,4.56546,769268
ENSGALG00000000903,23.2777,43.5245,37.9969,13.8599,42.9649,42.5218,12.0158,25.8285,22.6262,395122
ENSGALG00000000905,227.818,182.261,181.841,349.285,230.88,224.201,224.174,130.72,175.627,429986
ENSGALG00000000906,2.4107334,10.725642,17.87641506,4.850391,39.24652015,25.07916,10.593001,18.89269348,8.577725192,417089
ENSGALG00000000907,113.6217,174.32356,163.1133,84.26,170.91292,157.797,70.9026,105.87779,121.36347,415885
ENSGALG00000000908,20.5995,38.6415,30.5513,7.52649,26.2469,27.9846,3.88117,9.58807,9.50114,415886
ENSGALG00000000909,0.491756,0.514938,0.353885,0.0749205,0.0248954,0.455863,0.0293415,0.138603,0.0836195,419969
ENSGALG00000000911,0,0,0.0351578,0.062217,0,0,0.63643,0.330478,0.598135,428265
ENSGALG00000000913,3.3698124,3.516714,12.972585,17.862473,58.04495,66.351085,6.352677,12.7221505,8.80537,770257
ENSGALG00000000914,0.0523188,0,1.60194,0,0,0,0,0,0,101747521
ENSGALG00000000919,0.165379,7.98709,0.373467,33.1086,9.68346,17.2934,563.222,2002.53,2298.24,419848
ENSGALG00000000927,24.6328,40.9856,27.056,2.24832,3.83992,11.2101,2.29235,6.84877,4.47943,776031
ENSGALG00000000934,2.48003,4.3245,6.03093,3.44476,10.4706,9.97674,4.40131,7.04166,6.3455,417091
ENSGALG00000000943,34.170316,28.9861,61.236954,37.302781,31.9903,31.022,34.6751,28.925,45.811,419581
ENSGALG00000000946,218.95808,123.13398,128.69667,238.20366,135.53091,113.725,204.97795,87.18468,99.12151,416142
ENSGALG00000000949,3.44842,2.09772,1.89231,16.4823,17.3578,17.3234,16.013,10.3037,6.15083,395654
ENSGALG00000000950,14.77686502,20.120406,19.48567,21.211504,45.4288775,27.578287,9.1141017,15.583,9.59283,417092
ENSGALG00000000955,21.1768,12.8493,16.9008,51.6357,24.9913,28.6546,22.5006,11.9408,9.81409,419582
ENSGALG00000000962,6.46991,5.00562,5.06973,7.24087,7.10136,7.21413,6.17737,4.77542,3.38561,419708
ENSGALG00000000966,3.417412,2.857295,5.063874,5.511095,3.8451301,3.6495464,2.396693,1.399258,1.417667,419377
ENSGALG00000000972,5.68982,7.12429,7.86761,8.90286,26.87894,20.5739,4.04751,9.93326,9.041528,417093
ENSGALG00000000975,13.0049,12.4028,19.1291,12.0466,26.1908,19.1164,6.3092,9.22464,10.057,419378
ENSGALG00000000977,9.604726,11.672245,11.77931,11.445927,21.875042,20.06929,7.663536,11.226528,9.862842,395627
ENSGALG00000000978,4.37261,4.37006,41.5233,5.046957,13.179758,10.058941,1.65106,2.60427,2.28533,419379
ENSGALG00000000988,25.466142,18.878513,27.8779,41.119519,25.439726,21.184608,25.3625333,16.295575,20.513929,428281
ENSGALG00000000990,180.99636,327.1828801,263.2379334,116.76605,628.405932,394.811165,107.70628,255.514297,162.7576,419116
ENSGALG00000000991,34.9162,35.9098,42.3075,24.3751,40.8453,39.2393,15.1538,20.306,19.412,419585
ENSGALG00000000993,12.923472,19.0337142,27.4414445,13.811755,36.724214,38.990957,9.959041,14.0565,17.643389,417095
ENSGALG00000000994,3.50161,0.626239,2.98074,1.58956,0.514698,0.392696,0.537162,0,0.576262,428212
ENSGALG00000000997,14.1558,12.6397,13.4814,2.83207,4.46574,7.4306,7.3215,1.7633,1.24111,396501
ENSGALG00000000998,85.12571,89.41596,103.5326,28.86103,36.69262,47.6023,20.47104,17.94992,37.13485,419586
ENSGALG00000000999,9.92823,3.79891,4.4171,7.44924,2.03044,3.41983,5.29393,1.63521,1.58702,427526
ENSGALG00000001000,133.632,288.28,289.122,181.042,239.234,1345.89,471.752,670.361,832.947,396487
ENSGALG00000001006,0.544099,0.851836,1.52858,0.835131,0.803071,0.895507,0.739718,0.43946,0.714692,419382
ENSGALG00000001017,5.16562,10.4604,13.3554,2.99784,10.5619,8.49006,2.53279,4.52102,3.48422,419383
ENSGALG00000001019,30.487217,20.749615,24.6735,34.318146,17.1213,21.115,16.475489,11.993993,10.5834,420080
ENSGALG00000001021,25.287623,15.836654,10.758703,0.525519,0.21993,0.892625,0.378653,0.518372,0.1790814,427790
ENSGALG00000001022,12.0699,15.5335,16.4311,11.3163,18.2337,13.6173,7.71641,10.981,12.2056,419971
ENSGALG00000001024,89.3408,136.378,133.627,111.98,171.025,170.79,45.2657,54.553,55.6219,419384
ENSGALG00000001025,5.264408,11.50981,14.71806,6.05375,29.79121308,17.26267226,6.514170303,13.90899002,13.25227,417097
ENSGALG00000001028,0.138458,0.215342,0.38119,2.58254,3.21795,3.31449,13.9316,11.1077,15.4022,100857874
ENSGALG00000001030,18.13363,13.20241,13.61124,37.8484,29.680605,22.336835,17.5739,11.6832,14.48487,420081
ENSGALG00000001034,8.95925,8.05451,9.05742,13.2221,27.2195,29.3367,6.03971,10.6913,9.97106,419118
ENSGALG00000001035,0.413526,0.438909,0.72169,0.663559,0.240489,0.220182,47.9683,36.4182,2.58485,431047
ENSGALG00000001036,4.66755,6.79648,8.04199,9.17641,18.6695,16.6704,9.26821,11.4567,9.96061,417313
ENSGALG00000001037,1.81857,3.833061,8.777651,2.032365,9.096704,8.262835,3.754777,3.951329,2.677958,427751
ENSGALG00000001038,14.7883,17.7123,20.2574,8.8251,25.132,24.6993,9.65654,11.0474,11.803,419588
ENSGALG00000001042,7.950973,8.317497,8.3349255,22.20043,33.711772,38.61561,12.50403,10.318817,16.663361,417472
ENSGALG00000001043,12.11895267,11.738562,26.7307,14.7114842,15.738,13.7890111,11.05154608,9.364158002,10.11239161,428327
ENSGALG00000001046,23.53461216,19.62929,59.334365,39.56885,48.52342,40.65365,14.24513,11.490082,7.306869,419119
ENSGALG00000001048,41.4758,18.8067,22.6495,44.6268,28.4301,29.5984,7.46572,8.28984,6.38015,417098
ENSGALG00000001049,12.921015,12.2238195,10.88644616,45.386415,45.69646001,53.89676722,17.8008,29.3443092,21.358981,395764
ENSGALG00000001055,8.68454,12.6189,20.0941,15.7755,34.7893,29.9375,7.13609,10.162,11.0454,419972
ENSGALG00000001056,11.8718,10.3386,14.1461,15.8002,10.0391,11.4892,8.61544,6.69728,7.27288,417473
ENSGALG00000001058,10.7261,7.6925,5.18534,17.7719,13.6769,11.4523,36.6997,35.412,20.8024,419386
ENSGALG00000001062,2.440733,1.899939,2.98561,2.34313,0.337338,0.638758,0.828982,0.369929,0.5837,419121
ENSGALG00000001067,26.71698,39.20079,42.04537,19.93392,37.51886,41.23448,15.76973,18.29105,19.76985,419590
ENSGALG00000001073,1.94577,1.1141548,2.736966,4.224941,4.793702,2.736385,3.28367,3.209918,3.930074,772325
ENSGALG00000001076,2.42036,1.94567,1.14064,3.66256,1.77451,1.70023,15.6623,13.4215,4.96691,373922
ENSGALG00000001078,0,0,20.4813,0.0419484,0,0,0,0,0,107049128
ENSGALG00000001079,0.123491,0,0.166638,0.267654,0,0,0.0467778,0,0.04725,374142
ENSGALG00000001080,0.0371184,0.0210959,0.917396,0,0,0.019843,0,0,0.0582371,395960
ENSGALG00000001084,1.860724,1.284809,1.144304,0.961536,0.526118,0.814662,0.685021,1.047114,1.253798,428328
ENSGALG00000001093,56.294073,26.8859915,24.13500004,26.798095,17.80487924,18.50963,22.092922,13.349548,13.92788058,395146
ENSGALG00000001094,0.131693,0.438824,1.240446,0.0545011,0.140747,0.483232,0.0213044,0.277523,0.295466,100858563
ENSGALG00000001096,728.115,940.708,924.432,566.965,328.627,327.014,394.528,262.453,387.083,770135
ENSGALG00000001099,13.0776,13.0286,20.2854,12.5937,20.0316,18.0058,9.18651,8.72479,7.9129,416143
ENSGALG00000001101,6.044743,5.1350611,11.3302995,7.1063475,12.50353,11.42042612,8.062258,9.468992001,6.569582,770153
ENSGALG00000001103,103.55411,123.87866,122.46348,134.72056,148.93975,146.00114,133.72583,120.53598,139.35581,378915
ENSGALG00000001107,6.935592,11.31355,12.543411,8.2648825,25.396653,19.490676,7.302183,16.28536,18.168312,419973
ENSGALG00000001108,8.9793,8.35002,13.96746,8.82406,9.78689,9.95846,10.20633,4.336406,6.21383,770192
ENSGALG00000001109,1.07435,30.3437,44.2808,6.83032,72.5152,56.2047,2.44559,52.8429,8.77552,771059
ENSGALG00000001110,6.666719,5.33853,9.09169,18.08335,10.30500001,6.7591454,9.380062,6.12566,8.71328,417478
ENSGALG00000001115,3.36238,15.5609,18.829,1.03455,4.28862,5.52162,0.180103,0.189496,0.200067,770671
ENSGALG00000001117,13.8661,13.6845,16.1094,12.6604,18.0214,14.9839,10.2371,14.5059,12.6046,419850
ENSGALG00000001118,15.5,19.8825,19.6252,21.3888,32.9925,32.7444,12.451,14.5874,14.5411,417101
ENSGALG00000001121,22.927,18.3551,27.306,43.1759,42.884,45.1343,30.1717,30.0326,32.4336,395202
ENSGALG00000001122,0.554318,0,2.602856,0,0.1024664,0.0688882,0,0.0558536,0.1147227,417479
ENSGALG00000001124,0,0.0334176,1.43154,0.0739717,0.109862,0.56579,1.16665,1.22329,0.86102,395705
ENSGALG00000001126,3.07765,4.03155,5.6574,3.21988,6.8954,6.16337,1.50801,2.3507,2.7988,770217
ENSGALG00000001130,4.22381,0.965638,3.30091,2.89515,2.48676,2.34136,0.533833,0.58914,1.73766,417480
ENSGALG00000001136,1.03964,1.62924,1.84679,0.561358,0.526056,0.218925,0.572032,0.621254,0.267718,419390
ENSGALG00000001141,0.225606,0.057261,0.371657,0.358429,0.282373,0.10772,0.153921,0.043669,0,419392
ENSGALG00000001143,52.556354,33.51475,23.805214,32.937714,15.443668,21.604108,16.970003,7.455706,12.844355,396235
ENSGALG00000001144,4.88584,6.58123,16.1351,10.9838,13.5816,9.05575,3.04863,2.30131,1.87763,416144
ENSGALG00000001146,10.5211,17.6309,34.118,15.1656,27.7036,26.8956,8.37114,10.7941,12.836,428329
ENSGALG00000001149,0.710179,0.915744,0.305217,1.29325,0.406831,0.768236,2.97443,0.849374,0.842664,415634
ENSGALG00000001153,3.42074,2.44414,3.18993,8.28638,15.41899,13.61376,2.990191,1.315975,1.44127,417481
ENSGALG00000001157,8.684529,10.474074,13.544408,5.885118,11.2952334,9.127379,4.597162,5.7739111,5.337226,417102
ENSGALG00000001161,18.90433,32.81594,26.83603,5.240662,8.98946,14.9294,4.81731,7.57091,8.68819,419723
ENSGALG00000001163,31.0783,25.52707,28.875,27.88881,16.9755,22.114277,13.15407,10.75804792,13.3713266,417317
ENSGALG00000001165,5.81357,12.3275,25.7436,3.48051,11.9391,9.12582,3.0153,5.82566,5.17507,100736561
ENSGALG00000001168,39.5256,41.6805,40.0246,73.5368,62.8493,57.667,39.2365,31.0666,35.7002,415635
ENSGALG00000001169,2.08271,1.04014,2.26995,1.21524,1.17701,1.85748,0.627393,0.735764,0.693577,417104
ENSGALG00000001171,6.05643,1.869128,2.256283,0.1126566,0.1148572,0.410775,3.37642,1.865085,1.527075,428330
ENSGALG00000001172,0.216603,0.882837,0.555604,1.51245,2.58001,3.46074,1.05546,3.06731,5.24891,396300
ENSGALG00000001174,4.30942,7.65513,6.94146,7.41248,17.4871,15.0892,6.14639,10.7961,8.98656,417484
ENSGALG00000001175,20.7227,34.7602,30.1579,26.3109,84.2619,76.6836,12.3567,25.6473,23.5967,395384
ENSGALG00000001177,79.832,53.8148,27.5941,10.0902,4.07938,9.67074,2.03649,0.698471,0.652475,419856
ENSGALG00000001181,5.173892,1.569086,3.328518,2.324813,2.3841781,2.748843,0.680505,0.233489,0.422594,395925
ENSGALG00000001182,19.723815,14.0813378,18.79662101,12.442857,23.636787,22.945623,11.13626,11.211269,9.85774,419122
ENSGALG00000001183,67.83938,61.29308,53.13699,33.043805,56.362513,49.574962,25.853785,26.44419535,16.547273,396465
ENSGALG00000001184,236.957,242.599,183.16,162.628,90.249,78.7462,99.7245,52.203,61.6762,415636
ENSGALG00000001189,2.4612,2.781781072,1.997348,3.89361,4.737224,5.053948,8.38339,5.568860001,5.70839,417485
ENSGALG00000001191,1.80458,0.193532,0,0.652514,0.636244,0.182037,3.43743,2.09582,1.56716,395533
ENSGALG00000001201,17.13349,14.15442,17.56098,13.41416,11.62918,13.08073,8.991,7.74704,8.66921,415642
ENSGALG00000001203,0.159794,0.0598154,0,65.8278,39.1326,42.8723,0.182737,0.821107,0.220168,419725
ENSGALG00000001204,6.140093,2.337794,7.80435,23.22487,7.685582,6.707167,12.75423,3.395945,3.61876,415643
ENSGALG00000001207,0.206271,0.240778,1.99872,2.79086,7.69697,5.76922,3.68122,6.45586,7.48649,428180
ENSGALG00000001214,0.586372,0.157614,2.6189,0.740735,0.414532,0.296506,0.611554,0.0961613,0.174043,101748842
ENSGALG00000001219,8.6509,6.73506,11.58933,10.35624,11.14558,8.72999,10.80746,13.90975,9.71786,419124
ENSGALG00000001223,18.32059,22.00794,28.843,23.55428,41.86807,34.16664,14.46415,25.41302,25.71699,419396
ENSGALG00000001225,10.4395,18.6768,22.7359,10.7916,28.6207,23.8016,4.12655,8.21287,7.93318,417106
ENSGALG00000001229,11.9324,6.79377,7.17911,8.28264,7.67098,7.00867,6.75995,3.71626,4.29426,428181
ENSGALG00000001231,6.41333,8.00454,10.4027,2.26407,3.97895,7.45151,2.81912,5.1745,5.80485,419125
ENSGALG00000001234,1.58513,1.65604,0.93372,2.15029,2.17222,1.44754,32.4549,41.2562,48.6102,415645
ENSGALG00000001235,0.135672,0.0110511,0.344296,0.449156,0.0726623,0.0623687,0.175601,0.117991,0.0406769,428331
ENSGALG00000001238,26.08483,15.42375,19.687796,39.383729,32.350838,30.04412,22.053168,18.47286,19.46402,417321
ENSGALG00000001244,0.529185,0.274842778,13.25687048,137.123106,99.82557,110.639595,0.150149,0.11088305,0.111341098,417322
ENSGALG00000001245,12.0923,8.99232,8.43305,21.3578,13.9308,10.2826,11.0434,8.06361,7.83817,428332
ENSGALG00000001250,71.0815,94.5492,120.2418,418.0148,762.579,507.106,57.946,97.6891,93.825,419727
ENSGALG00000001252,2.96561,12.4415,12.2626,76.2035,73.1455,74.3808,126.069,71.3012,56.7316,428333
ENSGALG00000001253,8.69096,10.292,16.824,8.29103,17.3763,15.7411,8.04606,7.84194,10.831,417109
ENSGALG00000001256,4.18766,5.68921,7.57538,5.36217,19.1324,14.1812,5.0848,7.07187,7.15995,100857413
ENSGALG00000001258,46.09516,20.36662,16.55528,56.40906,27.40891,21.22379,48.107676,22.56009,23.30186,768717
ENSGALG00000001262,66.9406,139.151,226.402,116.849,218.266,233.902,30.6972,58.3064,65.501,419595
ENSGALG00000001264,4.123001332,1.26378,2.17945,0.958817009,0.420821,0.647709,0.815719,1.50216,1.729989312,419857
ENSGALG00000001267,24.7911,18.7766,23.2707,48.2998,31.4399,30.149,22.6351,13.9955,19.5558,396349
ENSGALG00000001270,3.428408,6.324380041,9.6508807,13.0939,39.05533,33.523368,6.970674,14.19596,15.25150002,419399
ENSGALG00000001273,0,0.0343948,0,0.416402,0.226149,0.258816,0,0,0,428334
ENSGALG00000001275,12.4549,23.1941,35.4361,10.2975,35.4171,31.438,10.1251,21.7905,17.7382,772371
ENSGALG00000001276,0,0.0651343,0.169104,74.3686,83.4045,63.3488,0,0,0,771865
ENSGALG00000001279,18.4973,16.06468,17.65154,21.3488,29.9501,30.6901,14.63128,20.37754,19.89238,419987
ENSGALG00000001282,0.142609,0.81623,0.720001,0.102763,0.284575,0.569942,0.0540738,0.520283,0.398267,770710
ENSGALG00000001283,63.458042,99.371358,85.873548,38.10242,124.6349,105.2515,41.82149987,52.1354,49.2229,428216
ENSGALG00000001289,2.10502,1.2554374,1.4450721,1.5913537,0.5326883,1.23969,2.4965278,1.9706679,1.058628,770341
ENSGALG00000001299,0,0.0940659,0.122108,0.1561,0.309246,0.176958,0,0,0,419989
ENSGALG00000001304,30.78,60.5763,64.3879,2.21987,3.07417,2.71927,0.983792,1.59105,2.0569,419401
ENSGALG00000001306,6.079607,6.51224,10.735142,11.385028,22.25875763,19.2154,5.130293,5.98593,6.90809,419730
ENSGALG00000001309,14.5794,24.8788,20.7265,19.2005,26.6995,24.6999,6.7915,9.03676,9.28672,419990
ENSGALG00000001310,11.619629,16.10338,14.21115,6.540159,21.98619,10.18463,6.561664,9.43302,8.88674,419597
ENSGALG00000001311,0.050291928,0.17976004,0.635113044,32.5236,25.57496,13.62464,0.32262179,0.129876226,0.173159,427797
ENSGALG00000001313,54.5259,92.0656,94.4026,69.5269,177.0651,139.3358,42.8767,86.2898,106.801,417490
ENSGALG00000001314,4.17542,4.28444,3.89839,2.20431,0.83371,1.7074,0.470532,0.570022,0.343896,427752
ENSGALG00000001315,7.9359,11.8184,17.3618,5.14417,17.1454,15.2704,4.69889,9.17348,10.7592,419991
ENSGALG00000001316,3.58598,4.83229,18.41144,6.72271,9.56355,12.66094,2.691343,2.316321,3.1116,415646
ENSGALG00000001317,28.5956,33.5457,46.5172,47.45125,46.5046,46.2169,24.94307,35.7399,27.17584,428335
ENSGALG00000001319,15.330679,8.22411,5.99693,0.144839,0.055632,0.191004,0.58387,0.387158,0.0934295,419859
ENSGALG00000001320,0.306989,1.54616,0.998947,224.875,131.157,61.9936,359.311,615.484,548.06,396051
ENSGALG00000001325,0.12024,0.198855,0.760165,14.5861,5.71943,3.69966,52.5165,42.511,69.3381,396052
ENSGALG00000001328,967.870628,1083.2853,922.8832,708.517454,526.65191,525.66534,523.89187,403.353253,433.93272,770363
ENSGALG00000001329,20.883209,16.228279,23.92593107,15.38859578,23.868527,28.021431,15.252791,13.439172,10.960549,396493
ENSGALG00000001330,759.326,1086.29,1039.19,437.579,294.593,341.634,263.878,162.742,260.188,419992
ENSGALG00000001331,6.023739,6.625002,5.2349997,297.356,250.5732,174.286,25.8438,25.75687,21.75122,419731
ENSGALG00000001332,4.521369677,4.34025,4.2929805,2.38259249,3.289219,4.52225183,2.2449901,3.691267,3.239370011,419126
ENSGALG00000001333,24.7095,22.49827,26.359,22.04649,22.8192,19.8872,12.31184,12.22164,13.16298,417110
ENSGALG00000001334,54.42543,82.028876,88.322992,68.266963,175.41522,178.47847,31.88067,68.80758,75.08666,419402
ENSGALG00000001335,15.3412,31.4416,33.7515,35.2397,74.659,61.8453,45.2939,65.7478,70.727,417324
ENSGALG00000001341,12.4212,10.9883,16.5177,7.13357,11.5768,10.7996,7.02976,7.19149,8.85884,101751641
ENSGALG00000001342,1.55528,0.981591,0.967761,0.406628,0.163394,0.373991,0.195777,0.11371,0.0686017,770384
ENSGALG00000001343,37.0456,19.0907,12.7167,0.131377,0.0152779,0.139878,1.17577,1.03488,0.70132,428268
ENSGALG00000001348,0.0678588,0.0410442,33.007,0.0735968,0,0,0.0385132,0.0313015,0.0377687,417326
ENSGALG00000001350,4.8046,5.62453,6.185759,5.801412,11.227163,10.074147,4.177112,4.265908,3.81561,415648
ENSGALG00000001362,22.06025,22.89652,23.31533,16.01756,29.13963,22.74527,15.23371,15.234386,13.86702,415295
ENSGALG00000001363,6.74925,7.1587,8.74846,10.59845,13.82026,12.78652,8.19684,11.2255,15.03896,417491
ENSGALG00000001364,61.22143,111.60532,157.6786,65.583517,182.45354,166.99138,40.15241449,66.528497,85.676804,395924
ENSGALG00000001366,3.80064,3.93725,4.44435,17.4017,18.9234,16.1017,15.7416,16.3188,14.8072,426970
ENSGALG00000001369,0.264217,0.580003,0.150582,60.8069,27.9154,25.0082,225.755,147.808,99.6554,419861
ENSGALG00000001370,7.77057,6.02753,6.62974,4.99141,1.68328,2.87744,1.29778,0.593133,0.500975,769222
